,verb,noun,seq
25162,determine,,How was this determined?
25163,,,What type of cells are the mouse PINs composed of?
25164,,,Are there any abnormalities in the pulmonary vasculature?
25165,,,What is the main finding in the left ankle image?
25166,say,,What can you say about the mass in the left nasal cavity?
25167,,,What is the magnification of the histopathological observation?
25168,,,What are the samples taken for?
25169,,,Is the correlation significant?
25170,,,What could be the reason for increased cellularity?
25171,,,What is the purpose of the HDBR intervention?
25172,,,What are the other findings in the chest X-ray?
25173,,,What is the significance of the hemothorax?
25174,,,Are there axial and coronal images?
25175,,,What is the purpose of the stent in the Eustachian tube?
25176,arrange,,How are these cells arranged?
25177,,,What are the boundary conditions in the μFE model?
25178,,,What are the chest X-ray findings on POD 1?
25179,mention,,What other organ is mentioned in the context?
25180,,,What is the significance of the hyperintense signal in the leptomeninges?
25181,,,What is the purpose of the spectra?
25182,,,What is the purpose of the cartilage graft?
25183,affect,,Which bone is affected by the radial head fracture?
25184,indicate,,What does the calcified pulmonary nodule indicate?
25185,,,What are the characteristics of the cavity?
25186,,,What is the purpose of the prophylactic RT?
25187,,,What is the size of the mass after 4 months of therapy?
25188,,,What is the purpose of measuring the bone defect area?
25189,,,What are the brain regions shown in the coronal slices?
25190,,,What is the color of the nuclear counterstain?
25191,explain,,Can you explain more about colloid cysts?
25192,,,Was there any extra-uterine spread?
25193,study,,What type of cancer is being studied?
25194,,,What is the overall survival for patients with dysgerminoma?
25195,observe,,What differences were observed between the mice treated with TEM8-specific CAR T-cells and the control group?
25196,,,What is the abnormality in the kidneys?
25197,,,What is the purpose of sending the mass to pathology?
25198,,,What is the purpose of the bio 3D-printed constructs?
25199,,,"What is the classic ""bulls-eye"" appearance?"
25200,,,Is it a routine practice to request this type of imaging?
25201,,,Is there any abnormality in the left upper lung?
25202,describe,architecture,Can you describe the architecture of the system?
25203,use,,What type of power supply is used?
25204,,,What is the purpose of measuring the main pulmonary artery diameter?
25205,,,What is the location of the hydatid cyst?
25206,,,What was the final diagnosis of the patient?
25207,represent,,What do the black symbols represent?
25208,,,What is the purpose of H&E staining and IHC staining in this figure?
25209,say,,What can you say about the overall condition of the patient based on the x-ray?
25210,see,,What type of lesion is seen in the images?
25211,,,What is the main change in the follow-up MRI?
25212,,,What does the pre-embolization peripheral angiogram demonstrate?
25213,,,What do the blue color patterns in the H&E staining image correlate with?
25214,manage,,How was the patient's condition managed?
25215,,,What is the purpose of generating synthetic MR images?
25216,,,What is the magnification of the SEM images?
25217,indicate,,What does the hyperintense tissue surrounding the nidus indicate?
25218,,,What is the purpose of calculating renal volume?
25219,,,What patterns are the cells arranged in?
25220,,,What is the purpose of the histology images?
25221,,,What are the two types of animals in the study?
25222,,,What is a lung nodule?
25223,,,What are cysts?
25224,,,What is the appearance of the liver abscess in the CT scan?
25225,say,,What can you say about the progress of the healing process?
25226,,,What is the progression of ALD?
25227,,,What is the final outcome of the heart size?
25228,say,,What can you say about the follow-up chest CT?
25229,see,,What can be seen in the histopathological evaluation?
25230,,,What are the four treatment groups of mice?
25231,,,What is the purpose of the feature selection method?
25232,,,What is a hemothorax?
25233,,,What is the effect of the tumor on the ducts?
25234,show,,Which part of the body is shown in the X-ray?
25235,,,What is the effect on the left facial-vestibular nerve complex?
25236,,,What is the condition of the small intestinal mucosa?
25237,,,What are PanINs?
25238,,,What is the significance of the asymmetry in the gluteal muscles?
25239,,,Are the infiltrates located centrally?
25240,,,What about the Chamberlain's line?
25241,show,,What do the white arrowheads show?
25242,represent,,What do the black arrows represent?
25243,,,What is the role of AI in this algorithm?
25244,,,What is the purpose of this type of MRI?
25245,perform,,Which method performs better on samples with high subclonality?
25246,say,,What can you say about the pancreatic head?
25247,,,How did the patient's neurological examination result after the treatment?
25248,,,What could be the possible cause of the infiltrates?
25249,,,Were there any significant differences in risk factors among the histological subtypes?
25250,happen,,What happened to stages 0 and 1?
25251,,,What is the shape of the thorax?
25252,,,What are the changes in the MRI images over time?
25253,,,What is the effect of the lesion on the surrounding area?
25254,,,What are the sizes of the other abscesses?
25255,indicate,,What do the arrows indicate in the image?
25256,,,Which animal is the MRI from?
25257,,,Which part of the brain is the voxel placed in?
25258,,,What are the top panels showing?
25259,infer,,What can you infer about the effect of t-PA treatment on ischemic lesions?
25260,mean,,What does white matter pathology mean?
25261,,,How is the pulmonary contusion visible in the image?
25262,indicate,,What do the bright cysts indicate?
25263,indicate,,What does the black border indicate?
25264,observe,,What changes were observed in the pituitary gland over time?
25265,,,What is the relationship between the tumor and the overlying cul-de-sac peritoneum?
25266,,,What is the main focus of the MR images?
25267,represent,,What does the grand mean and standard deviation of these ratios represent?
25268,,,How many cavities are there in the right lobe?
25269,,,What are the tumor cells positive for?
25270,,,What is an exostotic bone?
25271,,,What about the white squares?
25272,,,What is the significance level of this correlation?
25273,,,What type of granulomas are present in the image?
25274,compare,,What are the parameters being compared in the figure?
25275,weight,,What does T1-weighted mean?
25276,,,What is the size of the right adrenal mass?
25277,happen,,What happened to the pseudo-tumoural lesion after the withdrawal of biotin and the administration of corticosteroids and Rituximab therapy?
25278,,,What is the significance of the aberrant left gastric vein?
25279,compare,,What is being compared in the box and whisker plots?
25280,,,What is the purpose of drilling?
25281,,,What was the potassium level?
25282,,,What is the size of the cystic lesion?
25283,,,What are the findings in the left premaxillary soft tissues?
25284,reveal,,What does the MRI reveal about the thecal sac?
25285,,,What is the purpose of the boxplots in the figure?
25286,,,What could be the cause of this infiltrate?
25287,,,What is the purpose of the esophageal stent placement?
25288,,,What was the first step in the study?
25289,,,What is the difference between HO-1+/+apoE−/− and HO-1−/−apoE−/− mice in terms of apoptotic cells?
25290,,,What are the three images comparing?
25291,,,What are the changes observed in the tissue after different treatments?
25292,compare,,How do these images compare to those with pneumonia?
25293,,,What is the PPM composed of?
25294,,,What is the difference between the top panel and the lower panel?
25295,,,Is the implant intact?
25296,induce,survival,What can induce downstream survival signaling pathways?
25297,,,What are the different zones labeled in the image?
25298,,,What animal is the image showing?
25299,receive,kind,What kind of therapy did the patient receive?
25300,,,What is the role of ICU in this algorithm?
25301,,,What is the significance of the ground glass opacities?
25302,,,What is the area under the curve (AUC) value?
25303,,,What was the outcome of the chest drain placement?
25304,represent,,What do these curves represent?
25305,,,What is the thoracic aorta?
25306,show,,What do the T1-weighted images show?
25307,,,Is this condition present in both lungs?
25308,,,What are the colors used to represent the significant t values?
25309,show,,What joint is shown in the image?
25310,,,What are the different treatments compared in the image?
25311,,,What are the organized aggregates of filaments?
25312,,,What is the difference between the left and right renderings?
25313,,,Is there any involvement of the intervertebral disc?
25314,compare,,How does the control group compare to the test samples?
25315,,,What could be the consequences of facet joint violence?
25316,,,What is the recommendation for immediate treatment?
25317,,,What is the box in the CT image showing?
25318,,,What is the trend in the number of published works?
25319,show,,What type of lymphoma is shown in the image?
25320,compare,,How does the glenoid concavity depth compare to the unaffected contralateral side?
25321,,,What are some examples of antibodies used in IHC staining?
25322,,,What could be the possible reasons for the pulmonary opacities?
25323,,,Are there any complications visible in the image?
25324,,,What are the characteristics of the mass in the MRI?
25325,,,What is the purpose of a computed tomography pulmonary angiogram?
25326,,,Was there any metastasis detected in the image?
25327,,,What is the effect of sucrose exposure on the minipigs?
25328,,,What is the purpose of the MRI protocol shown in the image?
25329,,,What was the purpose of the MRI investigation?
25330,,,What are the pooled sensitivity and specificity values?
25331,show,,What type of lesion is shown in the MRI image?
25332,treat,,How can it be treated?
25333,mean,,What does T1 adenocarcinoma mean?
25334,enhance,,What does enhancing and heterogeneous mean in this context?
25335,,,What is the purpose of H & E staining?
25336,,,Is there any bone destruction observed?
25337,happen,,What happened to the drain?
25338,,,How do the survival curves compare between the classifiers?
25339,,,What is the color of the lesion in the clinical picture?
25340,,,Are there any other areas of concern in the image?
25341,compare,,What parameters are being compared in the ROC curves?
25342,,,What could be the possible cause of the hemorrhage?
25343,,,What were the immunohistochemistry results?
25344,,,What is the purpose of using Prox1-EGFP expressing lymphatic reporter rats?
25345,,,What does the image show about the bypass?
25346,,,What is the purpose of the green boxes?
25347,observe,,What changes were observed in the liver cells at the histological level?
25348,,,What is the significance of the line plots?
25349,say,,What can you say about the tubular nuclei?
25350,,,What are the three models represented in the figure?
25351,,,Is there any breach in the patellar cortex?
25352,,,What is the purpose of the radar plot?
25353,,,What is the significance of the small bowel tumor?
25354,,,What is the magnification of the H&E staining images?
25355,say,,What can you say about the training time?
25356,,,What is the overall score dominated by?
25357,,,What is the purpose of the Safranin-O staining?
25358,,,What is cerebral edema?
25359,,,What is the abnormality in the bladder wall?
25360,,,What is the overall trend of the survival curves?
25361,,,What are the dimensions expressed in?
25362,indicate,,What does a dilated pancreatic duct indicate?
25363,,,Is the healing process complete?
25364,,,What is the age of the affected male child?
25365,tell,,What can you tell about the lung condition?
25366,,,What is the purpose of the grid and line patterns in the figure?
25367,,,What is the cause of ulnar nerve compression in the image?
25368,,,Are there any changes in the MRI images after treatment?
25369,,,What is the significance of the varying ages of the infarctions?
25370,,,What is the tissue type in the image?
25371,,,What are some of the diagnostic tools mentioned in the flowchart?
25372,,,What abnormality is present in the image?
25373,stand,,What does CXR stand for?
25374,,,How are the testis or ovary fragments placed for long-term incubations?
25375,,,What is the relationship between the cystic lesion and the canine tooth?
25376,,,What was the purpose of the MRI imaging?
25377,,,How far is it from the glottis?
25378,use,,What type of staining is used in the samples?
25379,provide,information,What information do the color-coded parametric maps provide?
25380,affect,,What muscles are affected by fatty degeneration?
25381,indicate,,What do the horizontal lines indicate?
25382,,,What about the third x-ray?
25383,,,What are accessory spleens?
25384,mention,,What other arteries are mentioned in the context?
25385,,,What is the projection of the chest X-ray?
25386,show,,What type of stent is shown in the image?
25387,,,What is the relationship between the tumor and the great vessels?
25388,indicate,,What do the arrows indicate?
25389,determine,,How were the electrode locations determined?
25390,,,Where is the pituitary incidentaloma located?
25391,,,What is the main purpose of using zebrafish in toxicological studies?
25392,,,What is the age of the baby in the image?
25393,,,What could be the possible cause of these abnormalities?
25394,show,,What type of patient is shown in the image?
25395,,,What is the condition of the abdominal aorta?
25396,,,Is there any dilatation in the image?
25397,represent,,What does the bar represent?
25398,,,Was any intervention performed after the X-ray?
25399,mention,,What types of neuroimaging techniques are mentioned?
25400,,,What is the patient's age and smoking history?
25401,,,Are there any signs of neuromyelitis?
25402,use,,What type of staining is used for dopaminergic neurons?
25403,do,,What does the biopsy show?
25404,,,What is the significance of the laminated membrane?
25405,mean,,What does perilymphatic distribution mean?
25406,,,What are the two types of images used in the experiments?
25407,,,How long after the treatment was the chest X-ray taken?
25408,,,What was the result of the control CT scan?
25409,,,What is the staining used in this image?
25410,say,,What can you say about the soft tissue focus?
25411,,,What is the significance of the high signal areas?
25412,observe,,What abnormality is observed in the image?
25413,compare,,What are the two tests being compared?
25414,,,Is the mass large or small?
25415,,,What is the difference between placenta percreta and placenta increta?
25416,,,What is the purpose of the red line and red arrow in the images?
25417,,,What are the different types of diagnoses shown in the image?
25418,,,What is the purpose of creating a 3D geometric model?
25419,compare,,What parameters are being compared in the figure?
25420,,,What is the red circle highlighting?
25421,,,What is the first step in the process of three-dimensional printing?
25422,point,,What are the white asterisks pointing to?
25423,,,What are some structures that cannot be seen on HRCT?
25424,,,What is the intensity of the mass lesion on the T2-weighted image?
25425,,,What is the main injury shown in the image?
25426,tell,,What does the correlation coefficient tell us?
25427,decompress,,Is the spinal canal decompressed?
25428,,,What is the suspected issue in the patient?
25429,,,What is the purpose of the injection approaches shown in the image?
25430,happen,,What happened to the gastric mucosae on day 1?
25431,,,What are the conditions for each target?
25432,measure,,What are the blue lines measuring?
25433,indicate,,What could ground-glass opacities indicate?
25434,indicate,,What does the intimal flap indicate?
25435,,,What is the main difference between the C/HF and HF/HF offspring in terms of liver histopathology?
25436,indicate,,What do the high-density shadows in both lungs indicate?
25437,,,What do the Toluidine blue and Safranin-O/Fast green staining show?
25438,indicate,,What do the red circles and arrows indicate?
25439,indicate,,What does the air-fluid level indicate?
25440,use,,What technique was used for the sample?
25441,show,,What kind of image is shown?
25442,take,,How long after the initial presentation was this image taken?
25443,represent,,What do the black boxes and connecting line represent?
25444,,,Is there any extension of the foreign body?
25445,,,What is the notable feature in the image?
25446,,,Is there any issue with the upper right lobe?
25447,,,Are there any signs of hydrothorax or pleural effusion?
25448,reveal,,What does the image reveal about the left ventricle?
25449,,,What are the two biopsy methods mentioned?
25450,,,What was the outcome of the regenerated tissues from PrECs-control + 25% FGF10-UGSM?
25451,,,What is hemosiderin?
25452,,,What is the rate of malignant IPMNs in patients with cysts without mural nodules on EUS?
25453,,,What is the shape of the opacities?
25454,affect,paw,How does the nano-hMSC treatment affect the front paws?
25455,,,How many layers are visible in the cornea?
25456,,,What is the purpose of the MRI coil?
25457,,,What is the magnification power?
25458,stand,,What does LVL and Pt stand for?
25459,,,What is the significance of the enhancing capsule?
25460,,,Is there any low intensity band in the femoral head?
25461,mark,,What is marked with a star?
25462,,,What is the purpose of coil embolization?
25463,,,What is the significance of the bar graphs on the right side of each panel?
25464,see,,What is seen in the place of the removed cyst?
25465,expect,,What percentage of schools expect their students to have a thorough knowledge of histopathology?
25466,,,What are the possible causes of the mass?
25467,,,Are the cysts present in multiple organs?
25468,displace,,What is being displaced in the image?
25469,take,,How are the measurements taken?
25470,,,What is the disease associated with this finding?
25471,,,What does the lower triangular matrix correspond to?
25472,,,What about the left lobe?
25473,,,What are the two zones mentioned in the image?
25474,happen,,What happened to the left pelvic hematoma?
25475,,,What is the purpose of the volumetric analysis?
25476,,,What is Takayasu arteritis?
25477,say,,What can you say about the size of the lesion?
25478,,,What is the significance of the pellet in the right ventricle?
25479,,,What could be the possible causes of intracerebral hemorrhage?
25480,affect,,What side of the lung is affected in this case?
25481,,,What could be the cause of mediastinum enlargement?
25482,,,What are the next steps after using the simplified approach?
25483,differ,,How does the survival rate differ between young and older patients?
25484,,,What are the different types of bars representing?
25485,,,What is the effect of rOPN on primary hepatocytes and CSCs?
25486,,,What is the purpose of the control-CBCTs?
25487,perform,,How long after starting treatment was the CT scan performed?
25488,,,Are the patients cancer patients?
25489,,,What is the condition of the valve leaflets?
25490,,,Are the images from the left or right hemisphere of the brain?
25491,,,What are the findings in the lungs?
25492,,,What is the color of the mucosa cover?
25493,,,What is the abnormality in the hip joints?
25494,,,What is the L5-S1 disk space?
25495,,,What type of cells are mainly present in the image?
25496,,,What are the characteristics of the lesion in the T1-weighted and T2-weighted images?
25497,derive,,How many features were initially derived and how many were used in the final model?
25498,,,What is the main finding in the cerebellum of KO mice?
25499,,,What type of cells are present in the tumor samples?
25500,do,,What does the open arrow point to?
25501,,,What are the possible causes of the lesion?
25502,use,,What software is being used for this analysis?
25503,,,What are the dark areas on the deformation image?
25504,segment,,What type of image is being segmented?
25505,observe,,What can be observed in the muscle fibers?
25506,,,What is the shape of the masses?
25507,necrotize,fasciitis,What is necrotizing fasciitis?
25508,,,What are the features of granular cell tumors in the MRI images?
25509,say,,What can you say about Group I?
25510,,,What is the size of the nodule in the left liver lobe?
25511,,,What is the staining pattern of CK20?
25512,,,What is the first step in the machine learning process described in the image?
25513,suggest,,What does the water-bottle heart sign suggest?
25514,,,What were the two groups of patients?
25515,use,,What was used to stain the colonic sections?
25516,do,kind,What kind of images does Clinica process?
25517,,,What about the correlation between clinical and histologic subscores?
25518,represent,,What do the horizontal lines in the boxes represent?
25519,,,What are the magnifications in the two images?
25520,,,Are the histopathologic cuts and PET images scaled identically?
25521,consider,,What type of infection is considered?
25522,,,What about after 12 months of HAI regime?
25523,,,What is the significance of the skin incision and temporal fascia incision?
25524,,,What is the purpose of the xrw2pdf utility?
25525,indicate,,What does the absence of enhancement indicate?
25526,indicate,,What does irregular pleural thickening indicate?
25527,suggest,,What does the presence of cytological atypia suggest?
25528,,,What is the main feature of this MRI image?
25529,define,,How is the thoracic inlet angle (TIA) defined?
25530,,,What is the white delineated area in the right image?
25531,show,,What type of brain imaging is shown in the figure?
25532,,,Where were the positively staining cells found in the lung sections?
25533,analyze,,What type of cells were analyzed in the lung tissues?
25534,represent,,What do the different symbols represent?
25535,,,How does the MRI change later in the follow-up?
25536,represent,,What does the line represent?
25537,,,What are the features of this UIP pattern?
25538,learn,,What can we learn from the evolution of tumoral biomarkers?
25539,,,What is the purpose of the 3D inter-stain registration?
25540,,,Is there any involvement of the perinephric adipose?
25541,,,What are the thin arrows pointing to?
25542,,,What is the purpose of using PET/CT in this case?
25543,affect,,Which part of the lung was affected?
25544,observe,,"What is observed in the T1-weighted MRI axial portal, delayed phase image?"
25545,,,What is the main finding in the left thalamus?
25546,,,How was the pain over the tumorous growth managed?
25547,have,infiltration,Which group had the most distinct inflammatory cell infiltration?
25548,,,What is a ganglioneuroma?
25549,,,What is hyposmia?
25550,,,Where are these changes located?
25551,,,What is the effect of overexpression of miR-188-3p in endothelial cells?
25552,find,change,Did they find any structural changes in the liver and lungs?
25553,,,What is the significance of caseous necroses in the image?
25554,involve,,Which organs are involved in the hernia?
25555,,,Are there any abnormalities in the synovia?
25556,,,What are the dark maroon regions?
25557,,,What are the groups in the study?
25558,,,What type of tumor is consistent with these cells?
25559,,,What is a pneumatocele?
25560,,,What are the first two principle components?
25561,,,What are the two staining techniques used in the image?
25562,,,What is the significance of the white arrows?
25563,,,What is the significance of the different concentrations?
25564,,,What is the role of cortical TECs?
25565,,,Is there any suspicion of COVID-19 in this case?
25566,,,What is the overlay between in the image?
25567,,,What are the differences between the skin lesions in C5ar1-deficient mice and wild-type mice?
25568,,,Is calcification in the chest soft tissue and blood vessels common?
25569,,,What are the patient's risk factors?
25570,treat,,What was the patient initially being treated for?
25571,,,What about the left testicle?
25572,,,What is the purpose of this 3D reconstruction?
25573,,,What is the significance of demyelinating polyradiculopathy?
25574,,,What is the Maltese cross?
25575,,,Are there any distant metastatic lesions?
25576,,,What is the enhancement over the cauda equina nerve roots indicating?
25577,,,What is the result of the MRI sessions?
25578,,,What are the criteria for destroyed lung?
25579,,,What is the purpose of the external ventricular catheter?
25580,,,What kind of infiltrate is present?
25581,say,,What can you say about the patient's condition?
25582,,,What are the groups of patients in the study?
25583,dominate,infiltrate,What type of cells are dominating the inflammatory infiltrate?
25584,do,,What does the MRI show in Type 0 post-op?
25585,,,What is the purpose of the graft?
25586,,,What is the condition of the maxillary and sphenoidal sinuses?
25587,calculate,,How was BMD calculated in this example?
25588,,,What is the condition of the adrenal glands?
25589,,,What was the treatment for tension pneumothorax?
25590,,,What is the purpose of the R2 relaxation map?
25591,,,What is the pontine cleft?
25592,mean,,What does T2-FLAIR hyperintensity mean?
25593,,,Is there any other issue present in the image?
25594,,,What are the colors used in the figure?
25595,,,What was the treatment duration?
25596,,,What are the LA and LV?
25597,,,What about the right side of the lung?
25598,show,,What part of the body is shown in the images?
25599,mention,,What type of cancer is mentioned in the image?
25600,,,What are the time points for the fluorescence images?
25601,,,What is an IO device?
25602,,,What is the purpose of the contrast medium in this image?
25603,happen,,What happens after abstinence from alcohol?
25604,,,What grade is the endometrioid adenocarcinoma?
25605,say,,What can you say about the margins of the gland?
25606,show,,How many lung fields are shown in the image?
25607,confirm,,How were the injection sites confirmed?
25608,,,What are the findings in this CT scan?
25609,indicate,,What does the resolution of edema and restricted diffusion indicate?
25610,tell,,Can you tell me more about the MRI-structure?
25611,,,What are the findings in the facial bones?
25612,,,What is the role of the MyImager 1000 Image Analysis System?
25613,,,What is the effect of NDRG1 knockdown on tumor growth?
25614,indicate,,What does the nodular enhancement of the infundibular pituitary stalk indicate?
25615,,,Are there any significant differences between the treatment and control groups?
25616,represent,,What does Pmax represent?
25617,,,"What are the differences between E1, E2, and E3 marmosets?"
25618,do,,What was done to the tumor cell nuclei in these cases?
25619,,,What is the ICC value?
25620,,,How is the database used in clinical practice?
25621,,,What is cementoplasty?
25622,,,Where is the osteoid osteoma located?
25623,,,What are the two types of staining used in the histological sections?
25624,,,What are the boundaries of the upper lung field?
25625,,,What is the magnification in the higher magnification images?
25626,,,What is the size of the neoformation?
25627,,,What is the difference between the two needles?
25628,,,What is the uptake expressed as?
25629,,,Are there multiple images in the figure?
25630,,,What is the main finding in the right upper lobe?
25631,do,,What does the chest X-ray show after thoracentesis?
25632,say,,What can you say about the occlusal cusps?
25633,,,What is the purpose of I2-IK-enhanced micro-CT imaging?
25634,compare,,What is being compared in the regression plot?
25635,,,What is the appearance of the cyst on T2 weighted imaging?
25636,,,What is resting-state functional MRI?
25637,say,,What can you say about the cortices of the pubic bones?
25638,,,What are the diffusion tensor-based features?
25639,,,What is the abnormality in the left ilium?
25640,,,What is vascular tortuosity?
25641,,,Is this consistent with Alzheimer's disease or Lewy body dementia?
25642,locate,,Where are these organisms located?
25643,,,Are the masses larger on one side?
25644,,,What are the different tumor models in the image?
25645,,,What is the object found in the bladder?
25646,mean,,What does necrosis mean?
25647,correspond,,What do these areas of focal uptake correspond to?
25648,,,Is there any spinal cord expansion?
25649,,,What is the significance of multiple spleens?
25650,use,,What method was used to identify missing studies?
25651,,,What is the purpose of the palatal obturator?
25652,,,What is the purpose of comparing the MRI signal in tumor and normal tissue?
25653,,,What was the general appearance of the wounds at day 16?
25654,,,How are the virtual geometries used in clinical communication?
25655,create,,How many canine models were successfully created?
25656,compare,,How does the position of the right kidney compare to the left kidney?
25657,,,What is the significance of the enlargement of the left hilum pulmonary hilum and AP window region?
25658,happen,,What happened to the thrombus in the Kommerell diverticulum?
25659,indicate,,What does the strong positivity for S-100 staining indicate?
25660,mean,,What does it mean when the pleural effusion is malignant?
25661,,,What does the X-ray show about the lungs?
25662,,,What is the relationship between lung ultrasonography and computed tomography findings?
25663,,,What is the significance of the small cysts?
25664,,,What does the CT scan show now?
25665,,,What is the magnification of the histology slide?
25666,,,Are there any abnormalities in the costophrenic angles?
25667,,,What is the percentage of knees in the first subgroup?
25668,,,What is the size of the uterus?
25669,,,Is there any lymphadenopathy or metastatic disease?
25670,,,What is the purpose of the stain?
25671,represent,,What does each row represent in the table?
25672,,,What is the purpose of applying the jet colormap?
25673,,,What are the four groups in the experimental design?
25674,,,What is the significance of the free air?
25675,measure,,How was the tumor growth measured?
25676,,,Where is the tip of the catheter positioned?
25677,,,Is there any abnormality in the truncal valve?
25678,,,What was the control group treated with?
25679,,,What is the approach used for the biopsy?
25680,,,What is the effect of F3 peptide-targeted liposomal C6-ceramide on the mRNA levels of PI3K/Akt pathway-associated effectors?
25681,,,What is the purpose of these techniques?
25682,,,What is the lesion's location?
25683,,,What are the next steps after detecting the ideal midline?
25684,,,What is the tissue that formed a bridge across the pupil?
25685,treat,,How was the biloma treated?
25686,,,What is the main focus of the management algorithm?
25687,tell,,What can you tell about the tumor rim and tumor center?
25688,,,Is the difference between the two techniques significant?
25689,,,What are the common findings in cases (a) to (c)?
25690,,,Are there any differences between the left and right sides?
25691,,,What is the purpose of the MRI-US fusion targeted biopsy?
25692,indicate,,What do the hypodense nodules indicate?
25693,,,What is the purpose of the contourlet decomposition?
25694,,,What are the dimensions of the scaffold?
25695,,,What is the source of the images used for the 3D-DXA modeling?
25696,,,How is the movement in relation to the M point defined?
25697,extend,,What is the tumor extending through?
25698,,,What is the relationship between CSF Ng/BACE1 and medial temporal lobe volumetry?
25699,perform,,How often were the follow-up CTAs performed?
25700,have,condition,What condition does she have?
25701,do,,What do the arrows on the left side of the X-ray indicate?
25702,show,,What is the model showing?
25703,,,"What is the effect of Ac-, Al-, and En-MZPS on liver histopathology?"
25704,,,What is the pattern of the spindle cells?
25705,,,What is the purpose of comparing the upper and lower panels?
25706,,,What is the threshold for increased maternal NLR?
25707,,,What is the connection between the abdominal aorta and the right atrium?
25708,,,What is the range of motion for the cervical spine in this study?
25709,,,What is the significance of the changes in signal levels?
25710,,,What is the purpose of the receiver operating characteristics curve?
25711,indicate,,What does ground-glass opacity indicate?
25712,,,What could be the cause of gastric wall thickening?
25713,,,What are some of the tests and assessments mentioned in the algorithm?
25714,observe,,What changes are observed in the lungs?
25715,,,What is the structure marked with a yellow arrow?
25716,inject,,What type of cells were injected into the pancreatic tail?
25717,happen,,What happened to the edema?
25718,,,"What is the relationship between age, eGFR, and systolic blood pressure on vascular calcification volume?"
25719,,,Are there any nodules visible?
25720,,,What is the stain used in the histology?
25721,indicate,,What does the enhancement in the medial left temporal lobe indicate?
25722,,,What is the pituitary infundibulum?
25723,,,How is CT imaging used in this context?
25724,,,What could be the possible cause of the thickening of meninges?
25725,,,What is the significance of the red-filled markers?
25726,perform,,What tests were performed during the follow-up study?
25727,,,What are the nodal structures?
25728,,,What is the difference between the right and left calvarial thickness?
25729,,,What is a horseshoe kidney?
25730,,,What is acanthosis?
25731,,,What could be the reason for the enlarged lymph node?
25732,indicate,,What does the Alcian blue positive staining indicate?
25733,,,Are there any phenotypic abnormalities in the pancreatic islets?
25734,represent,,What do the green numbers represent?
25735,,,What is the purpose of γH2AX immunohistochemical labeling?
25736,enrol,,How long will participants be enrolled in the trial?
25737,,,Are the hens separable in the image?
25738,,,What is the method used to analyze the metabolism of BisFV?
25739,mean,,What does it mean when the mass completely opacifies the right sphenoid sinus?
25740,,,Are there any T1 and T2 weighted images?
25741,identify,,How were the organisms identified?
25742,,,What is the star marking in the image?
25743,use,,What treatment method is used?
25744,use,,What type of microscopy was used?
25745,,,Is there any sign of fluid accumulation?
25746,,,What is the appearance of the implanted muscle and fascia in the T1-weighted image after contrast administration?
25747,,,What is the condition of the gallbladders?
25748,separate,group,How well does the decision line separate the two groups?
25749,indicate,,What does the soft tissue thickening indicate?
25750,,,What is the main finding in image (c)?
25751,,,What is the location of the abnormal mass?
25752,,,Are the margins free of tumor cells?
25753,,,What is the purpose of the axial image?
25754,,,What was the initial major lumbar curve?
25755,,,What are the different stages of the task?
25756,,,What are the inner and outer diameters of the stainless-steel tip?
25757,,,What is ipsilateral breast failure?
25758,mean,,What does it mean when the hematoma is completely resorbed?
25759,,,Are the natural ostiums obstructed?
25760,mean,,What does demyelinating mean?
25761,see,,What can be seen in the middle panel?
25762,indicate,,What does the enhancement indicate?
25763,,,Is this image taken with or without contrast?
25764,classify,kind,What kind of images does this method classify?
25765,reveal,,What do the images reveal about the distal radius and ulna?
25766,find,,What type of polyps were found in the histology?
25767,,,What was the outcome of the follow-up?
25768,encase,,What organ is being encased by the tumor?
25769,,,What is the correlation between the measurements of the PA side diameter?
25770,,,What are the histopathological changes observed in the pancreas?
25771,,,What is the significance of the dense fluid within the pelvis?
25772,use,,What colors are used to represent the block groups with lower and higher proportions of high-grade cases?
25773,take,,When was the CT scan taken?
25774,,,What is a bronchopleural fistula?
25775,,,Were there any other findings in the context?
25776,involve,,What type of cells are involved in the tumor?
25777,reveal,,What does the CHGA staining reveal?
25778,represent,,What does the R2 value represent?
25779,infiltrate,,What type of tissue is being infiltrated?
25780,,,What are the arrows pointing to in the chest X-ray?
25781,,,In which part of the lung is the abnormality located?
25782,mean,,What does it mean when the filum terminale is fixed to subcutaneous tissue?
25783,,,What is the purpose of comparing these two bird species?
25784,,,What are the percentages of new metachronous breast cancer in each group?
25785,,,What could be the possible reasons for the deformed condyle?
25786,measure,,What muscles are being measured in the image?
25787,tell,,Can you tell if there is any improvement in the patient's condition?
25788,show,,What do the post-treatment MRI scans show?
25789,tell,,What can you tell me about the findings in both lung fields?
25790,compare,,How does this liver specimen compare to the normal control?
25791,show,,What type of material is shown in the images?
25792,,,What is the relationship between the prevalence of MRI-verified lesions and patient age?
25793,,,What is the relationship between MRI images and clinical manifestations in DE?
25794,quantify,,What is being quantified in the analysis?
25795,,,What does the ultrasonography show?
25796,,,Are there any differences between the first and second columns of each group?
25797,affect,,Which lung lobe is affected?
25798,indicate,,What do the red double-headed arrows indicate?
25799,,,What is the study population?
25800,,,Is there any evidence of bullae or pneumomediastinum?
25801,,,What is the dangerous space?
25802,demonstrate,,What condition is demonstrated in the image?
